Cardiovascular Disease,Ozone,PM2.5,Diesel PM,Drinking Water,Lead,Pesticides,Traffic,Cleanup Sites,Groundwater Threats,Haz. Waste,Imp. Water Bodies,Solid Waste,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden
16.48,0.062,5.995310438,0.027,608.84,23.15,4.06,148.457387,41.2,3,0.1,0,6.5,14.7,1.7,23.6,10.9,7.6
15.93,0.045,8.711574631,0.249,529.68,18.39,0.04,1615.705073,7.5,3.75,0.4,0,3.5,17,5.9,21.3,5.9,12.2
23.69,0.063,6.11976754,0.005,721.28,35.20,0.00,186.8691571,50.9,4.2,0.01,0,11,19.7,0.5,36.2,9.2,11.1
14.45,0.041,12.06983746,0.581,320.16,62.58,30.39,3408.368697,1,5.85,0.06,5,0.3,10.9,5.8,13.8,4,9.2
24.8,0.041,4.868081884,0.153,484.28,30.04,2797.69,345.3180006,10.4,0.5,0.21,5,1.25,25.5,11.2,19.9,6,12.6
15.25,0.059,12.33090285,0.210,669.90,27.96,0.00,1344.855089,0.9,1.5,1.035,0,1.4,11.5,5.5,21.1,8.2,23.7
11.07,0.053,9.480813735,0.119,406.22,49.63,0.00,794.8038576,1,4.5,0.65,6,0,10.9,7,45.2,12.6,21.8
10.03,0.051,9.647293707,0.383,244.69,32.49,0.00,1376.427537,7.4,28.5,1.685,9,2.5,9.6,2.9,26.4,9.8,11.5
12.03,0.040,9.020396101,0.252,291.53,62.22,0.00,435.4993858,0.1,41.3,0.38,3,1.7,16.8,NA,40.6,4.9,19.8
21.08,0.045,8.949452137,0.070,265.26,68.10,0.00,452.5688956,6,23,0.745,0,10,12.3,1.3,41.5,7.9,8.8
13.82,0.061,12.01688922,0.461,830.11,77.09,0.01,3181.391361,0,0,0.085,0,0.4,13.3,4.2,28.3,4.9,13.9
13.3,0.065,12.33881794,0.063,975.98,34.92,977.89,330.0635361,0,1.9,0.21,3,0,21.6,15.2,26.2,5.6,13.2
11.29,0.045,10.43424167,0.235,265.27,67.62,0.00,1166.909084,0,0,0.21,16,0,22.9,13.5,25,10.4,22.2
17.01,0.043,6.260772794,0.090,364.38,59.37,33.80,412.2142515,9.6,21,0.26,2,0,26.1,13.3,38.6,5.5,27.6
13.37,0.054,11.13657955,0.168,891.06,26.18,387.00,572.7027992,0,11.6,0,4,0,9.5,1.7,35.1,NA,23.8
19.45,0.043,5.492069555,0.117,432.75,53.14,1282.52,473.0403985,9,0,0.45,5,0,62.2,27.9,42.3,2.4,21.3
11.82,0.055,12.5950328,0.646,913.86,7.59,0.00,2447.009927,0.4,0.3,0.4,2,2,6.8,7.8,17.9,4.4,17.1
11.25,0.045,10.25088284,0.123,408.31,63.51,0.00,1434.581919,0,1,0.025,0,3,20.3,4.2,42.6,6.8,21.2
10.17,0.047,9.329750866,0.446,312.86,38.77,0.00,2295.769878,12.1,0,0.435,2,2.5,14,7.3,36.3,3.5,24.9
16.28,0.036,8.647584976,0.484,204.79,26.32,0.00,3305.371697,3.5,13.5,0.335,2,1.25,9.5,13.3,21.1,3.5,18.2
18.05,0.036,8.711321159,0.473,186.66,47.48,0.00,1690.411658,2.25,7.6,1.38,1,0,10.6,4.8,19.7,3.6,7
2.86,0.045,9.462463549,0.549,312.86,21.35,0.00,1581.702167,1.6,19,3.735,12,2,3.8,4.7,47.2,8.8,31.1
14.58,0.041,11.6385894,0.344,311.06,22.31,0.01,760.9743088,17.55,144.65,0.99,0,3.5,7.6,3.4,20.3,4.1,14
19.11,0.032,8.369486451,0.106,110.41,88.05,0.00,635.7233183,4.5,28.1,0.01,0,0.5,35.9,14.2,46.1,12.4,24.2
8.89,0.053,12.36111436,0.605,729.70,28.47,0.00,3322.925611,2.55,9.5,0.63,5,3.2,10.3,10,26.6,7.2,10.9
15.99,0.064,11.21433037,0.050,407.34,39.29,0.00,381.4737256,17.1,36.05,0.495,0,0.7,9.6,4.9,21.5,5,10.9
9.47,0.031,8.560069979,1.263,258.79,58.15,0.00,708.6930278,6.5,8.8,3.035,0,3,6.5,10,30.4,4.8,14
17.32,0.070,11.69567342,0.017,818.48,17.85,0.00,809.2784765,12,0.5,0.185,0,1,9.5,3.1,19.7,7.6,12.2
15.62,0.043,7.870538367,0.255,349.01,58.36,3.83,1690.124185,2,0,0.435,4,0,9.9,1.7,24.8,6,16.1
21.43,0.073,10.93429244,0.025,404.58,54.90,0.00,423.2465882,12,0,0,0,0,17.1,3.6,37.1,6.3,18.7
10.91,0.043,10.86352236,0.268,316.30,29.14,0.00,1685.407713,0,10,0.35,3,4.5,16.6,4.5,18.7,8.8,16.8
9.64,0.031,8.531924077,1.192,258.79,62.87,0.02,3273.393341,8.45,17.5,1.69,16,2.7,19.5,15,29.6,2.9,14.9
12.61,0.061,12.624991,0.185,1008.98,63.69,0.04,624.3095057,3.5,14.7,0.465,1,0,9.7,1.7,24.9,9,19.3
16.4,0.073,9.938657645,0.087,248.19,64.46,0.13,380.5793387,4,0,0.275,0,0.1,23.4,7.7,64.5,9.8,17.5
24.09,0.055,7.59473836,0.017,294.23,60.20,1.29,293.0139914,15.25,2,0.01,7,8,18,8.1,61.4,11.3,14.5
15.19,0.044,7.931678955,0.085,364.20,16.94,207.89,886.6325719,26,43.8,2.25,4,5.5,11.3,3.2,10.3,5.3,10.9
11.63,0.062,13.70643707,0.049,412.62,48.45,0.00,590.2510212,0,0,0.285,0,0,14.9,3.7,52,5.9,28.8
14.07,0.064,13.09110197,0.057,726.64,75.29,0.00,597.8179821,3.6,0,0.16,2,0,11.9,3.4,20.6,2.8,25.4
12.67,0.029,9.255390058,0.272,110.41,51.64,0.00,537.2926036,2.7,52.8,0.925,11,0.1,12.6,NA,31.2,6.3,20.4
9.52,0.035,7.642081287,0.139,435.15,43.23,13534.37,663.9923758,4.2,295.25,3.595,18,13.5,24.5,3.7,34.6,5.9,14.4
11.18,0.029,9.617732639,0.712,110.41,48.40,0.00,793.7501412,102.5,202.25,1.58,10,1,4.4,1.4,34,3.9,19.9
8.19,0.029,8.977029949,0.611,110.41,50.09,0.00,1586.480249,24.25,9.75,0.885,11,0.3,15.3,15.9,34.5,6.6,23.9
13.99,0.045,11.85434984,0.140,471.41,52.13,0.00,1534.717706,1,11.5,0.445,0,7.4,19.7,12.6,23,2.7,16.1
14.91,0.049,8.440102436,0.040,638.90,14.74,0.00,657.615876,37.1,177.25,0.385,4,2.5,6.7,6.6,17.1,8.6,14.1
20.87,0.037,8.695993675,0.168,186.66,28.52,0.00,1243.379208,1.65,25,0.79,0,0,10.7,13.6,14.2,4.1,15.8
10.62,0.032,8.654649382,0.838,258.79,70.68,0.00,1415.982382,0,7.5,0.3,0,1,24,20.6,22,5.9,17.4
11.18,0.062,11.36185219,0.250,889.66,56.88,0.00,1736.549403,0,19.05,0.2,2,2,8.3,7.8,17.6,3.3,18.1
8.72,0.058,11.92035712,0.217,686.52,65.08,0.00,515.9225524,6,23,0.63,0,1.7,13.5,15.4,32.9,5.9,18.1
10.71,0.052,12.29942209,0.514,435.94,24.51,0.00,1608.627916,1,0.3,0.53,5,4.5,17,18.6,27.2,4.9,19.4
12.58,0.046,11.55999656,0.075,351.91,38.96,0.00,1001.237568,0,15,0.21,0,0,24.3,26.6,34.7,6.5,18.9
28.03,0.055,12.1881124,0.025,526.13,36.32,0.64,534.2128773,0,0,0.11,3,0,7.8,3.1,32.6,15.2,22.1
9.38,0.049,11.81543156,0.280,409.36,48.05,0.01,955.4704034,5.7,0,0.545,0,1.2,18.4,9.1,20.6,3.3,17
20.04,0.044,8.38235311,0.019,319.64,30.35,0.00,624.3785168,12.6,44.75,0.025,3,9,13.1,4.3,25.2,8.2,16.5
10.78,0.032,8.592444288,0.904,258.79,72.92,0.00,802.1071029,0,32.75,1.03,0,0.65,14.5,14.3,25.7,2.7,16
12.28,0.060,11.86013466,0.263,365.81,64.67,0.00,837.0313302,1.2,8.1,0.25,0,4.5,21.4,8.4,22.2,4.8,10.4
8.82,0.043,8.764622845,0.051,500.92,64.44,1008.03,377.790839,15,399.3,0.26,31,5,2.6,2.6,56.8,8,48.1
15.79,0.050,9.286743635,0.186,291.37,42.48,19.96,520.5716844,16.1,41,0.02,0,1,22,19.9,29.7,2.6,14.8
13.76,0.062,14.69697764,0.055,578.23,22.35,0.00,496.1615447,11,0,0.21,1,0,11.2,6.2,36.8,4.9,9.7
17.54,0.070,12.12479183,0.157,568.74,31.72,0.00,218.7000036,0,1.5,0.065,0,0,26.9,6,23.4,10.1,20.8
17.78,0.065,13.9806553,0.302,677.01,34.60,0.00,508.3819047,5.25,0,3.125,4,0,11.8,10,25.7,2.7,20
19.24,0.059,11.64810526,0.113,726.64,59.71,0.00,844.5551409,9,0,0.06,6,0,8.2,4.9,29.5,1.2,22
15.19,0.041,8.832548685,0.060,656.15,84.65,0.00,1055.785369,0,2.5,0.135,4,0,50,17.5,40.4,6.7,28.7
18.28,0.050,8.721189774,0.033,536.02,62.37,0.00,600.4251661,12,0,0.32,1,0,18.4,6.5,56.4,3.3,16.5
17.81,0.069,11.75067537,0.267,693.07,20.56,0.00,2715.215287,0,0,0.55,0,0,5.6,5.8,25.5,5,13.7
17.26,0.058,12.37478489,0.114,669.90,64.27,0.00,287.8277077,2.8,10.75,0.195,0,3,14,4.4,28.1,3.9,13.3
12.77,0.034,5.564359705,0.255,430.30,71.36,994.50,597.0303859,0.9,34,0.275,13,0.5,22.8,9.6,29.7,1.5,21.3
12.62,0.062,7.07732161,0.063,435.41,56.70,1.01,890.0575558,0,0,0.825,0,0,27.9,22.2,56.8,NA,20.9
12.33,0.048,11.72613579,0.255,787.94,52.52,0.00,1220.115178,0,10.5,1.555,0,0,3.1,11.4,17.6,6.1,26
13.76,0.062,14.85766988,0.046,578.23,38.98,5.61,707.8627598,11,0,0.25,2,0,10.7,9.1,37.8,4,15.4
8.82,0.029,8.553888221,1.606,258.79,63.29,0.00,1413.783002,30.15,23.5,6.03,16,8.7,8.6,1.2,21.3,3.1,9.9
14.95,0.061,12.06089359,0.124,437.61,64.45,0.00,2692.766693,0,0,0.22,0,0.75,10.4,8.8,22.2,6.5,19.5
10.29,0.029,9.562347137,0.230,110.41,78.01,0.00,217.5088524,0,18.85,0.135,15,0,15,8.8,29.4,4.6,26.9
26.25,0.066,9.090052321,0.077,178.54,35.95,130.49,448.226028,9.25,0.5,0.3,0,0,23.3,4.6,40.5,13.1,16
13.42,0.048,8.499606232,0.026,434.12,61.28,457.82,509.3084056,0.1,7.75,0.795,12,1,24.8,6.6,23.9,5.5,18.8
10.8,0.048,8.603541687,0.079,280.66,49.73,1269.28,331.0231096,12.4,35,0.27,1,0.2,7.6,1.4,62.4,11.2,36.6
22.16,0.062,12.79707156,0.209,693.83,73.49,0.00,311.0630482,0,0,0.025,0,0,24.7,2.7,39.4,2.3,21.5
13.39,0.036,8.71207669,0.195,110.41,61.43,0.00,1437.466491,12.5,20.8,0.725,1,0,8.2,10.7,13.3,6.2,8.9
17.19,0.051,8.373543399,0.131,469.24,49.19,1.41,545.3101208,43,77.8,2.935,7,12.2,7.2,3.9,28.8,3,13.9
11.01,0.055,9.374626302,0.086,529.12,42.14,0.00,612.2067719,13,2,0.23,9,6,14.3,6.8,33,4.9,19.7
16.66,0.062,7.670939817,0.196,249.28,31.31,0.00,870.8134027,1.1,2,0.51,0,0.5,33.5,40.4,45.5,13.1,20.1
11.47,0.041,9.047428567,0.547,291.53,60.81,0.00,2369.086123,0,5,0.2,1,0,42.6,30.3,36.7,5,22.8
11.75,0.067,12.7216981,0.305,693.83,86.62,0.00,522.4771313,2.5,14.3,0.435,0,0.2,7.2,3.1,22.1,5.7,17.3
14.02,0.045,8.659790954,0.202,457.22,34.35,0.00,1656.472257,1.7,0.3,0.11,1,0.5,17,10.6,37.2,9.3,29.4
16.1,0.062,13.7600484,0.083,733.95,40.41,74.70,856.6590004,0,0,0.3,0,0,11.3,0.7,22.6,10.3,5.3
20.38,0.046,9.534016008,0.092,567.40,53.40,127.50,843.8493233,0.5,5,0.02,10,0.5,12.9,2.6,42.1,11.2,8.5
7.49,0.062,13.4708801,0.089,733.95,20.25,0.00,807.8086518,4,15,0.655,0,0,9.6,8.4,32.8,7.5,14.4
6.62,0.047,12.09098712,0.141,787.94,63.78,0.00,1153.567822,0.5,9.8,0.31,0,0.25,20.9,34.2,45.3,4,27.6
23.65,0.062,6.767426942,0.032,447.69,46.27,0.00,274.4005725,0,0,0.11,0,0,19.7,9.3,61.3,6.4,19.9
7.94,0.057,11.54803852,0.613,726.64,38.43,0.00,2046.828964,18,16,0.32,4,1.2,4.5,4.8,25.3,10,23.6
13.6,0.054,11.20445471,0.196,891.92,44.00,0.37,866.693421,0,6,0.4,4,0,13.1,3.7,29.7,6.7,13.9
13.03,0.029,9.777029565,1.158,110.41,10.11,0.00,1796.64227,62,153.6,3.32,12,0.25,NA,0.9,11,3.6,NA
12.96,0.036,9.111881336,0.194,299.97,43.19,0.00,2159.560847,0,3.5,0.245,1,0,11.4,7.2,25.8,6.9,28.3
23.31,0.054,9.074075419,0.002,961.22,31.01,0.03,542.9350965,1,5,0,13,2.5,16.4,11.1,28.8,2.5,17
9.84,0.051,12.09228064,0.281,425.42,57.41,0.00,886.6128181,0,1.5,0.21,0,0,21.1,43.8,60.2,9,27.6
8.36,0.058,11.15848897,0.936,634.13,38.49,0.00,2534.919274,8,10,0.76,0,4,5.8,9.3,36,4.5,17.4
16.81,0.059,12.61567204,0.068,902.77,9.52,0.00,541.7873688,22,18.25,0.15,4,0,33.3,11.5,16.9,1.6,NA
14.07,0.067,12.98319804,0.147,568.74,4.00,0.00,316.6936638,9.2,7.5,0.37,0,0.4,19.1,5,22.9,6,8.8
9.3,0.059,11.40891526,0.178,634.13,86.90,0.00,518.9981641,0,0,0,0,0.4,24.8,10.3,46,3,23.7
27.92,0.064,7.721932765,0.079,249.58,36.90,0.00,1994.67467,0,0,0.995,3,2.5,24.8,1.2,43.4,12.7,18.3
13.35,0.041,12.03290345,0.163,320.16,71.13,0.00,916.2344934,28,14,0.425,5,5,5.7,17.3,21.7,3.5,12.1
11.35,0.044,11.84158152,0.205,651.26,61.03,0.00,1070.414951,0.5,1,0.32,0,1.1,15.7,13.6,23.1,4.8,16.1
12.04,0.040,9.160349456,0.213,291.53,38.23,0.00,353.1317156,7.2,95.75,0.33,4,0.1,13,19.5,31.6,4.1,20.6
15.28,0.046,11.96023431,0.665,422.17,87.82,0.00,3200.298763,6.9,7.75,0.445,0,2.7,11.1,4.9,19.9,3.8,8.5
20.33,0.027,6.603749359,0.187,117.57,52.03,0.00,759.1851535,0,67,0.2,5,7.4,10.5,4.3,61.5,15.4,45.7
9.58,0.048,11.19282627,0.207,182.18,54.64,0.00,2397.489971,20.6,15,0.56,0,4,22.3,11,36.4,2.8,18.9
15.68,0.032,8.352279593,0.157,110.41,75.50,0.00,423.7274244,4.5,38.6,0.025,0,0.2,25.8,12.4,28.6,9.5,17.2
11.81,0.049,11.89127311,0.331,787.94,55.59,0.00,1407.46846,5.7,46,0.275,0,0.3,5.5,11.8,22.7,7.2,22.3
13.32,0.038,10.06236997,0.132,394.28,67.61,3.59,1076.694787,0,7.5,0.2,0,0,22.6,8.6,37.5,9.8,18.3
16.79,0.069,12.22445854,0.043,808.42,22.95,0.00,457.8152841,0,0,0,0,0,27,6.5,28.3,10.8,12.3
8.66,0.052,12.02633308,0.656,797.88,50.27,0.00,1949.475389,1.2,5.1,0.22,0,0,15.3,13.3,33.5,1.5,9
10.73,0.049,12.8734267,0.724,787.94,0.00,0.00,1951.413014,146.55,29.9,5.92,8,0,33.6,3.7,19,0.9,NA
8.73,0.051,9.792203551,0.420,408.31,59.96,0.00,720.7491487,0,10,0.26,6,0,18.3,20.3,55,7.5,29.3
13.8,0.047,12.149672,0.340,486.44,63.76,0.00,1004.917269,0,3,0.1,7,0,16,4.8,23.1,1,13.6
8.04,0.043,10.0631784,0.582,312.86,43.97,0.00,1340.764129,72.5,256.5,1.69,12,1,5.9,1.1,38.4,12.2,23.9
10.89,0.034,8.548393806,0.082,381.83,66.12,0.09,306.6552894,10.7,48.05,2.925,10,0.2,16.1,7.3,20.1,3.2,20
13.28,0.045,11.89257948,0.372,500.35,45.45,0.00,3066.817854,9.9,11,0.265,6,0.5,14.3,4.2,11.6,3.9,21.1
18.23,0.050,8.856921352,0.103,703.85,69.52,0.00,373.4464494,14.4,11.75,0.285,5,0,7.7,4.6,30.6,5.3,18
11.97,0.059,11.75007252,0.073,786.33,53.76,0.00,257.0122014,19.1,3.25,0.22,0,0.5,6.9,16.3,27.8,5.8,28
9.21,0.033,8.564784648,0.161,527.74,56.52,0.33,1654.010214,34.7,45.25,2.105,9,1.5,7.9,4.6,12.2,2.4,17.5
11.93,0.043,12.70285932,0.139,316.94,45.78,0.00,481.7627449,0,5,0.125,0,1.2,30.9,14.3,49.9,6.4,24.6
18.44,0.045,10.556491,0.069,353.39,51.87,1.41,591.8236641,0,4.25,0.11,2,0.5,17.8,NA,49,NA,25.3
12.23,0.066,9.99523899,0.216,667.58,19.44,0.00,1271.9999,2,3,0.485,1,7.25,10.7,1.6,19.4,8.1,16.8
11,0.055,11.54586553,0.300,674.24,63.09,0.00,3526.668938,1.2,3.3,0.6,0,9.5,6.3,2.5,20.2,3.4,12
9.81,0.045,11.76013155,0.388,261.61,69.14,0.00,3573.006073,0,18,0.08,8,0,9.2,6.8,21.9,5.8,20.3
13.01,0.066,9.805988029,0.027,392.12,45.09,0.51,704.9501348,0,0,0.1,0,2,34,14.2,37.1,10.1,17.2
12.5,0.050,8.616623657,0.044,495.20,24.49,352.88,559.1899557,31.75,109.1,9.85,14,11.5,22.2,4,14.7,5.1,7.5
15.67,0.048,8.543067622,0.048,469.37,26.26,524.61,352.7881345,1.9,21.1,0.645,10,3,14.8,6.6,17.4,4,9.6
13.09,0.067,11.26083916,0.213,726.64,60.58,0.01,3092.14405,0,0,0.355,5,0.3,11.7,7.8,14,5.2,18.6
14.07,0.046,7.536517031,0.082,338.23,64.99,228.85,522.0715724,10,6,0.1,3,0,28.7,8.5,48.7,7.1,19.4
17.47,0.064,10.33897955,0.059,577.80,27.79,36.26,1359.783997,0,0,0.3,1,0.5,29.2,2.1,26.2,7.7,12.3
8.82,0.046,11.87470917,0.088,409.36,63.07,0.00,1054.758588,0,0,0.125,0,0,36,21.5,40.1,5.2,23.2
9.8,0.051,9.670198209,0.093,735.70,46.43,653.61,343.567852,0,58.5,0.25,20,0,32.7,0.4,30,8.1,8.6
9.83,0.038,8.307741641,0.363,389.03,74.51,0.00,2228.421977,44.6,101.55,0.925,0,0,22.8,11.1,22.2,1.9,20
12.21,0.046,11.69483322,0.548,440.64,48.74,0.00,1254.906456,0,1.5,0.16,0,2.5,8.2,9.1,24.3,4.2,19.8
12.29,0.045,10.43677472,0.253,418.77,65.31,0.00,1417.321912,1.75,0,0.3,1,0,13.2,0,37.3,10,20.2
25.74,0.040,10.54365271,0.078,590.59,65.35,53.07,135.4659742,9,29.75,0.15,0,1.9,22.1,4,36.7,0.6,17.1
8.81,0.053,11.80853912,0.257,696.76,69.46,0.00,2325.538793,3.6,0.3,0.255,0,0.9,9.6,6.3,16.6,4.4,15.4
12.15,0.044,9.321925806,0.296,485.84,35.05,5548.10,946.7920238,4.6,0.3,0.22,0,0,22.5,6.3,27.4,3.4,23.4
11.76,0.031,9.063112193,0.548,110.41,73.55,0.08,1938.141795,18.5,6,0.235,2,0,7.3,8.8,13.4,2.6,20.6
9.22,0.029,8.64348771,1.753,258.79,8.74,0.00,1830.219402,32.2,4.3,2.11,16,0.5,36.2,39.9,48,2.5,7.7
15.52,0.041,11.58771109,0.170,339.04,46.77,0.00,1154.116807,5.1,33.25,0.8,0,0,9.4,1.6,22.2,4.5,16
12.97,0.043,10.43206178,0.143,312.86,35.13,0.00,878.0157344,0,5,0.01,2,2.5,20.6,9.4,35.1,9.2,19.8
11.75,0.045,8.253202609,0.050,689.67,42.22,587.05,798.1627131,31,192.6,2.79,13,28,27.6,10.1,16.8,3.5,6
19.76,0.051,8.920046606,0.009,412.27,26.22,4.57,212.7276522,51.65,39.5,0.205,4,12.7,7.3,0,29.3,5.6,11.5
13.27,0.041,11.46812776,0.179,303.04,58.26,0.00,630.9723969,6,2.5,0.2,16,0,12.9,NA,24.3,12.6,23.2
11.27,0.036,7.286862616,0.053,422.63,48.36,0.00,491.3712729,7,92,1.025,3,17,11.9,0.6,48.8,11.3,22.8
8.79,0.029,8.948191749,0.376,110.41,68.92,0.00,498.9218317,15.5,1.5,0.21,10,1.5,9.4,13.2,31.5,5.6,23.5
10.25,0.041,11.97486672,0.115,320.16,59.72,21.75,1296.240433,19.85,49.75,5.035,0,6.4,4.2,5.4,13.4,5.3,11.8
8.24,0.049,11.87042867,0.409,409.36,67.45,0.00,4934.428928,3.25,0,0.945,0,2,22.1,6.6,21.7,4.5,15.7
14.61,0.046,11.9665614,0.069,471.41,65.65,0.02,592.3735711,2.25,0,0.535,0,0,21.5,9.8,23,5.3,28.6
4.84,0.029,8.726242016,0.595,258.79,58.94,0.00,557.0802315,1.8,8.75,2.48,10,0,45,51.4,43.4,4.2,24.3
17.88,0.046,10.86963698,0.298,644.82,24.88,0.45,1643.549758,0,0,0,12,0,10.6,2.6,29.7,2,23
9.65,0.048,8.241187559,0.193,342.91,50.26,0.00,603.9047415,0,31,0.36,12,0,30.8,15.1,53,5.8,28.1
14.21,0.069,12.47136527,0.135,568.74,60.41,0.00,927.6237364,0,0,0.26,0,0,32.2,9.4,47.6,2.2,20.8
10.44,0.047,11.74170323,0.098,370.13,46.23,0.00,1140.752348,16.45,8.4,9.47,0,2.2,17,13.1,26.2,4.5,19.6
23.3,0.062,7.848584062,0.031,289.80,37.59,0.00,604.7889764,0,0,0.2,0,0,25.7,14,44.3,8.1,26.4
8.91,0.042,10.22968255,0.445,338.50,34.15,0.00,1293.429049,0,0,0.485,8,0.7,16.8,9.1,26.6,18.1,24.5
10.39,0.032,8.397059009,0.174,197.96,75.39,0.00,1427.373671,23.5,17.3,1.94,11,8,11.5,5.6,26.5,3,23.2
17.01,0.043,6.430702689,0.241,364.21,54.72,107.80,516.415003,6,10.75,0.31,0,0,21.3,8.2,26.6,5.7,18.2
10.43,0.032,8.755992608,0.191,258.79,72.44,0.00,395.3578437,10.4,0.3,0.3,9,0.8,26.7,12.7,22.2,5.4,15
13.36,0.050,11.74297298,0.156,787.94,55.23,0.00,1295.247482,9,9.3,0.235,0,0,0,7.4,29.4,8.8,25.4
15.7,0.050,11.94722225,0.185,477.32,76.57,0.00,1135.174669,0,12.3,0.235,0,3.5,5.6,1.3,23.7,1.8,22.2
12.25,0.042,8.936999328,0.058,663.99,56.37,0.00,710.2910564,3.5,3,0.02,4,0,24.8,13.2,46.9,9,25.1
17.64,0.070,11.95608693,0.043,806.39,19.60,0.00,429.3948683,6,31.35,0.16,0,0.7,15.3,2.8,22.5,2.9,9.8
20.87,0.036,8.71102385,0.137,186.66,69.95,0.00,976.8243304,0,7,0.1,0,0,29.4,17,37.9,3.4,22.3
21.05,0.070,5.899619649,0.028,279.18,44.78,0.00,226.5161402,4,2,0.1,10,5,12.9,3.1,42.7,7.1,25
12.21,0.047,8.18472333,0.226,342.91,67.56,0.00,562.9454132,0,9,0.345,12,2.5,28.4,10.6,45,5.6,24.3
10.43,0.045,9.306631138,0.301,312.86,58.15,2.36,1458.697825,0.6,10,0.41,14,8.1,11.6,6.6,20.1,2.7,16.3
15.7,0.044,8.700571699,0.147,478.81,17.43,84.14,1129.056581,16.5,18,0.5,9,0,5.5,2.3,14,4.1,13
12.29,0.046,10.15682199,0.106,408.31,57.39,0.00,501.7346912,0,0,0.25,0,12,13.3,NA,34.6,6.1,20.4
11.46,0.043,11.70657974,0.078,564.30,46.63,0.00,1326.248391,34,40.2,0.875,6,1.6,12.8,2.4,29.1,4.6,27
9.76,0.053,11.74162162,0.172,488.79,63.02,0.00,1107.102855,0,0,0.27,0,1.95,18.1,11.7,37.5,6.2,22.2
9.77,0.047,11.83576349,0.109,409.36,45.86,0.00,1285.244482,0.1,0,0.125,0,0.2,42.1,26.5,63,2.9,27.7
15.1,0.035,8.760743683,0.889,186.66,66.06,0.00,3213.706778,15.75,2,0.14,0,0,13.2,10.9,27.2,1.6,15
17.13,0.064,9.02275424,0.048,572.58,52.56,0.00,680.0038613,0,0,0.05,0,0,27.8,3.2,62.4,14.1,21
12.39,0.046,11.57942036,0.082,288.18,45.41,0.00,1031.440481,3.5,3,1.19,0,0.5,15,14.3,14.8,5.8,20.8
22.42,0.048,8.410844832,0.176,136.23,40.35,0.13,343.212847,10,15,0.285,0,5.25,14.8,0.7,54.9,9.7,22.3
13.64,0.035,8.732159198,0.227,110.41,67.56,0.00,773.1136642,13,25.5,0.425,0,0,15.2,12.2,30.6,6.9,26
9.69,0.048,11.67808355,0.343,545.64,50.01,0.00,1156.515083,11.75,24.1,0.525,0,10.4,12,15.9,26.2,5.8,17.8
13.76,0.062,14.51342856,0.043,578.23,33.72,1.68,578.5401509,57,45.5,0.2,1,0,18.3,NA,34,3,9.5
13.91,0.041,8.926495026,0.161,663.99,65.55,0.00,926.7266137,4,18,0.11,0,0,23.3,4.6,36.5,7,15.6
11.79,0.064,13.52538693,0.602,796.65,12.40,0.00,2497.23209,0,0,0.395,4,0.4,3.7,4.2,34.8,4.5,25.4
17.68,0.032,8.676557304,0.099,110.41,87.33,0.00,389.2543526,0,26.5,0.13,0,0,19,11.1,44.5,NA,35.5
10.61,0.047,9.17763289,0.154,547.36,46.52,0.00,525.820348,0,0,0.19,7,0,8.9,5.2,57.4,13.4,29.5
30.24,0.033,6.436384066,0.045,309.99,49.18,8.07,162.995892,0,5,0.35,4,11.5,16.6,2.6,45.8,6.4,17.8
13.9,0.062,7.562171366,0.114,441.80,37.97,0.00,793.4442719,0,0,0.735,0,0,14.6,4.7,29.9,9.7,16.7
12.81,0.054,12.55867683,0.126,877.47,42.05,0.00,809.6873993,9.7,5,0.3,5,0,12.1,6.2,26.2,6.3,10.6
24.72,0.045,8.498994848,0.206,296.32,52.03,466.10,698.9396755,1,8.5,0.11,0,0,30.7,10.2,45.9,7.4,15.8
13.69,0.060,12.01590576,0.209,817.22,61.58,0.02,1491.465185,0,0,0.045,0,0,13.4,5.7,19.3,8.7,18.2
21.16,0.051,11.94985769,0.079,477.32,73.23,0.00,542.2895868,0.8,0,0.22,0,0.7,8.7,3.4,35.6,2.4,15.7
14.16,0.057,12.13729695,0.198,756.45,51.69,0.00,567.7180432,0,0,0.06,3,3,12.5,12.2,20.1,5.4,17.4
15.51,0.043,10.33816445,0.089,312.86,47.63,0.00,354.4057552,0,0,0,13,0,26.3,18.7,34.2,9.7,21.3
10.78,0.032,8.592444288,1.038,258.79,72.87,0.00,630.9349986,0,29.8,0.92,0,1.25,24.7,15.2,32,5.9,15.3
20.32,0.043,8.812921984,0.219,281.21,14.73,0.00,1574.50455,0.5,3.5,0.035,0,1.75,14.4,4,15.5,7.9,16.8
11.37,0.058,10.8917272,0.177,663.27,36.32,0.15,2550.160297,0,16.5,0.235,8,0,4.2,9.6,18.2,5.1,21.1
14.01,0.045,11.7957642,0.177,392.76,48.28,0.00,5114.931895,0,6.1,0.1,8,0,6.7,NA,15.7,2.7,19.8
11.89,0.069,10.75629213,0.097,766.52,71.34,0.00,1037.527848,0.25,0,0.1,0,0,26.3,7.4,30.3,5.9,21.4
19.17,0.070,12.21642067,0.105,806.39,17.71,0.00,515.7447633,0,0,0.095,0,0,29,1.3,23.4,7.8,7.9
10.38,0.049,11.91974799,0.103,455.78,28.79,0.00,849.0947068,11.25,0.5,0.4,0,7.7,15.6,NA,31.4,3.4,26.6
